brand_name,persona_label,total_reached_population,total_unreached_population,total_poa_population,num_poas,brand_total_reach,brand_total_unreached,btp,persona_tpos
REA Group (realestate.com.au),Young Educated Households,493178.14957857144,397979.85042142856,891158.0,49,2830323.1166767855,3443729.8833232145,0.17424800252404923,69347.19398075381
REA Group (realestate.com.au),Younger Prime Working-Age Areas,952.9034267857141,1396.0965732142859,2349.0,4,2830323.1166767855,3443729.8833232145,0.0003366765515820549,0.47003297994530957
Telstra Mobile,Emerging Young Achievers,2587.794751020408,6216.2052489795915,8804.0,2,2251079.4625367345,4022973.5374632655,0.0011495794769075943,7.146021978472201
Telstra Mobile,Established Learning Communities,869171.519277551,1441770.480722449,2310942.0,122,2251079.4625367345,4022973.5374632655,0.3861132109028636,556686.62969671
Telstra Mobile,Established Traditional Households,334015.3331397959,661953.6668602041,995969.0,88,2251079.4625367345,4022973.5374632655,0.14838007218252308,98220.73287020292
Telstra Mobile,Midlife Household Areas,5222.07637755102,8622.92362244898,13845.0,16,2251079.4625367345,4022973.5374632655,0.002319809879863716,20.003543412667366
Telstra Mobile,Prime Working-Age Areas,661851.49045,1196122.50955,1857974.0,67,2251079.4625367345,4022973.5374632655,0.294015160932685,351678.1521405503
Telstra Mobile,Traditional Older Communities,57995.40143367347,135016.59856632655,193012.0,35,2251079.4625367345,4022973.5374632655,0.02576337370530609,3478.4830852835653
Telstra Mobile,Young Educated Households,319500.7030020408,571657.2969979591,891158.0,49,2251079.4625367345,4022973.5374632655,0.14193221888399996,81136.5886041501
Telstra Mobile,Younger Prime Working-Age Areas,735.1441051020408,1613.8558948979592,2349.0,4,2251079.4625367345,4022973.5374632655,0.0003265740358510531,0.5270434328788395
Toyota Australia,Emerging Young Achievers,4820.885907142857,3983.114092857143,8804.0,2,2630532.3333,3643520.6667,0.0018326655202504432,7.299715861202908
Toyota Australia,Established Learning Communities,989431.4597821429,1321510.540217857,2310942.0,122,2630532.3333,3643520.6667,0.3761335480491518,497064.4482764939
Toyota Australia,Established Traditional Households,433201.2517053571,562767.7482946429,995969.0,88,2630532.3333,3643520.6667,0.16468197186609243,92677.70249180257
Toyota Australia,Midlife Household Areas,6203.7982875,7641.2017125,13845.0,16,2630532.3333,3643520.6667,0.0023583813089715347,18.02086729684128
Toyota Australia,Prime Working-Age Areas,783061.5035678572,1074912.4964321428,1857974.0,67,2630532.3333,3643520.6667,0.29768176336593716,319981.8474020019
Toyota Australia,Traditional Older Communities,73409.49722857142,119602.50277142858,193012.0,35,2630532.3333,3643520.6667,0.02790670781699888,3337.7120990240564
Toyota Australia,Young Educated Households,339604.03765535716,551553.9623446428,891158.0,49,2630532.3333,3643520.6667,0.12910087945177404,71206.10160380405
Toyota Australia,Younger Prime Working-Age Areas,799.8991660714286,1549.1008339285713,2349.0,4,2630532.3333,3643520.6667,0.0003040826208237311,0.4710546415012274
Woolworths,Emerging Young Achievers,4975.535357142858,3828.464642857142,8804.0,2,2480756.2120857146,3793296.787914286,0.002005652684815667,7.67857038966828
Woolworths,Established Learning Communities,970552.8493607143,1340389.1506392858,2310942.0,122,2480756.2120857146,3793296.787914286,0.39123265907080595,524404.0115942669
Woolworths,Established Traditional Households,335992.93815535714,659976.0618446429,995969.0,88,2480756.2120857146,3793296.787914286,0.13543972459626274,89386.9760563645
Woolworths,Midlife Household Areas,4584.151901785714,9260.848098214286,13845.0,16,2480756.2120857146,3793296.787914286,0.0018478848826227682,17.112981200955993
Woolworths,Prime Working-Age Areas,717931.6958982144,1140042.3041017856,1857974.0,67,2480756.2120857146,3793296.787914286,0.2894003418798689,329928.63256457023
Woolworths,Traditional Older Communities,67542.793575,125469.20642499998,193012.0,35,2480756.2120857146,3793296.787914286,0.027226695330216624,3416.1118566575324
Woolworths,Young Educated Households,378804.4552964286,512353.5447035714,891158.0,49,2480756.2120857146,3793296.787914286,0.15269717090739274,78234.93678060973
Woolworths,Younger Prime Working-Age Areas,371.79254107142856,1977.2074589285717,2349.0,4,2480756.2120857146,3793296.787914286,0.0001498706480145589,0.2963253631288444
